N,P,K,temperature,humidity,ph,rainfall,soil_type,Crop
127,45,121,31.78,33.62,4.83,203.75,clay,soybean
70,31,166,12.22,57.39,8.03,89.6,clay,cotton
34,10,193,10.7,62.28,4.34,297.13,sandy,wheat
34,107,158,30.56,95.53,5.49,27.67,loamy,soybean
59,64,33,25.84,69.81,6.86,199.84,sandy,millet
149,51,83,38.02,24.72,6.06,100.3,loamy,barley
33,89,159,11.3,98.62,5.48,251.04,clay,bajra
12,50,137,26.62,52.11,7.24,252.93,sandy,maize
79,29,11,34.39,33.69,6.36,141.82,sandy,rice
64,77,119,21.22,74.44,4.16,223.45,clay,soybean
137,57,64,35.5,83.99,7.91,281.04,loamy,barley
21,40,26,22.8,28.36,7.83,293.4,sandy,rice
14,33,147,20.38,20.23,6.46,166.89,clay,wheat
73,61,95,18.53,93.88,6.49,151.16,loamy,wheat
63,27,142,20.9,94.74,8.42,136.16,sandy,soybean
102,82,199,27.18,90.39,8.59,235.24,sandy,sugarcane
8,6,147,16.88,56.55,6.55,114.8,loamy,soybean
89,77,84,31.13,86.71,4.8,220.18,sandy,barley
146,28,17,27.02,61.14,6.65,132.42,clay,cotton
99,19,103,16.62,25.96,8.22,225.74,sandy,rice
57,79,101,28.5,45.94,6.25,229.72,loamy,bajra
105,77,104,18.43,67.77,8.48,232.58,sandy,barley
72,108,88,13.48,49.87,7.7,291.46,loamy,maize
123,71,52,31.11,52.64,5.27,24.74,clay,barley
141,28,71,18,70.64,6.8,144.78,sandy,millet
74,104,162,37.82,41.47,6.92,183.4,sandy,oilseeds
134,113,64,34.64,58.7,5.64,58.63,sandy,cotton
133,6,141,22.71,33.05,6.84,56.31,loamy,groundnut
147,46,23,25.56,64.98,5.52,114.32,loamy,rice
135,59,151,19.27,88.13,4.34,242.87,loamy,wheat
113,53,71,21.24,68,6.29,141.73,clay,jowar
50,94,131,24.42,32.7,8.67,69.8,sandy,wheat
64,69,101,12.76,33.2,7.22,78.85,loamy,maize
34,82,121,10.02,89.51,6.65,278.84,loamy,millet
82,69,32,20.23,44.94,7.51,170.79,clay,wheat
45,18,126,29.62,83.45,7.74,191.8,clay,pulses
64,25,162,33.62,88.49,6.51,296.4,sandy,barley
37,107,27,33.79,47.76,5.54,172.57,clay,millet
66,7,50,17.01,72.3,5.98,73.72,clay,pulses
71,108,96,33.26,35.81,5.64,172.14,sandy,soybean
51,73,5,38.71,48.58,7.73,152.24,sandy,millet
68,44,54,34.08,64.18,5.53,164.29,sandy,sugarcane
102,22,109,24.03,53.99,5.57,193.3,sandy,rice
84,63,123,16.36,69.01,6.01,22.74,sandy,jowar
69,109,11,23.61,73.36,6.08,242.04,sandy,groundnut
43,73,131,23.13,59.28,4.36,103.1,clay,oilseeds
64,101,43,11.81,63.02,7.95,180.85,clay,pulses
14,64,6,27.8,64.57,5.9,110.41,clay,bajra
117,97,53,36.86,87.65,8.71,201.97,clay,pulses
109,62,129,31.21,37.49,5.99,24.43,clay,pulses
57,15,20,30.97,28.24,7.75,257.16,clay,millet
84,100,84,32.23,74.38,8.44,166.71,loamy,rice
79,32,161,39.32,90.86,8.53,91.56,clay,rice
18,66,119,29.22,78.49,7.42,229.97,sandy,sugarcane
115,59,160,30.93,21.5,8.63,59.52,loamy,oilseeds
12,92,34,23.94,92.15,4.9,61.87,loamy,rice
127,105,96,16.59,77.16,8.47,133.85,clay,bajra
145,61,198,25.81,68.86,8.68,100.67,sandy,sugarcane
65,14,182,24.44,80.9,8.99,260.87,loamy,groundnut
7,49,153,20.83,81.66,6.91,170.55,clay,maize
83,43,96,21.1,56.12,4.57,234.38,clay,gram
37,104,198,38.8,40.43,7.58,112.28,sandy,jowar
129,48,181,25.57,60.24,5.79,158.11,sandy,pulses
46,55,127,12.05,33.18,5.35,89.68,sandy,pulses
92,80,109,12.69,82.27,4.02,256.9,loamy,groundnut
7,96,106,20.6,94.54,8.83,247.3,loamy,rice
108,36,58,27.84,72.97,8.68,191.44,loamy,pulses
17,99,73,29.59,20.06,6.19,290.75,clay,jowar
103,32,183,16.11,43.2,8.17,130.44,loamy,pulses
26,14,42,12.28,23.66,6.6,181.99,loamy,wheat
7,91,108,17.67,66.13,6.85,186.73,sandy,bajra
39,16,176,35.1,37.63,6.28,94.46,sandy,sugarcane
37,84,21,33.89,23.59,7.65,169.76,sandy,wheat
39,114,27,14.97,41.26,5.94,209.96,sandy,gram
92,97,182,12.91,55.21,7.13,77.51,clay,groundnut
62,33,127,36.83,32.68,6.26,75.86,loamy,millet
37,82,121,28.08,88.12,5.51,197.21,loamy,rice
29,46,62,38.32,73.8,4.96,33.71,sandy,rice
55,89,163,39.64,41.82,6.33,208.64,clay,rice
117,73,157,31.21,98.28,8.7,74.08,sandy,millet
75,82,66,36.73,23.34,7.5,209.28,loamy,millet
38,17,70,27.8,92.77,6.33,246.71,loamy,bajra
14,91,63,22.8,92.3,8.16,84.56,sandy,rice
45,91,190,39.98,81.79,7.33,252.72,sandy,maize
139,85,57,11.42,70.64,6.6,64.83,clay,maize
24,48,154,17.17,20.12,5.57,294.63,sandy,millet
139,16,24,29.25,88.08,7.22,276.12,clay,millet
90,78,129,15.28,73.56,5.82,166.99,clay,wheat
59,72,99,31.9,22.93,6,287.17,clay,bajra
35,104,143,31.26,22.16,5.46,272.86,clay,soybean
74,77,156,17.95,86.75,4.1,21.1,sandy,millet
20,21,92,16.34,89.84,8.58,53.15,sandy,soybean
149,22,38,29.83,22.22,8.56,139.6,loamy,cotton
127,43,111,25.75,67,6.29,268.55,loamy,oilseeds
24,98,148,21.26,68.73,6.12,258.25,clay,wheat
44,92,110,32.66,52.65,4.9,180.76,loamy,cotton
8,26,137,28.25,75.57,8.22,112.75,sandy,cotton
89,89,85,13.19,77.52,6.28,161.07,loamy,maize
77,96,110,15.63,51.34,5.88,176.84,loamy,wheat
112,78,168,35.58,32.1,4.05,60.5,clay,rice
108,116,111,10.38,96.01,6.32,296.6,loamy,groundnut
34,31,166,28.4,53.3,8.16,171.68,clay,bajra
133,109,51,16.57,34.02,6.08,36.37,clay,rice
116,52,109,10.2,65.85,4.34,294.98,sandy,millet
43,45,8,36.15,62.86,4.74,274.74,loamy,sugarcane
59,34,56,23.93,99.14,7.01,67.44,loamy,soybean
67,76,168,27.63,22.15,8.08,109.12,loamy,cotton
118,6,18,13.17,62.27,5.85,48.24,loamy,soybean
95,15,194,29.89,30.1,8.69,71.35,clay,rice
127,89,10,26.92,60.92,5.71,82.44,sandy,rice
50,24,193,19.21,32.18,7.38,104.75,sandy,bajra
18,38,140,28.13,74.18,4.31,169.11,loamy,bajra
47,12,23,15.81,48.13,6.13,40.4,loamy,soybean
64,49,19,31.13,50.93,7.88,165.15,sandy,barley
127,73,139,22.69,45.97,8.43,30.94,loamy,groundnut
133,38,47,29.16,83.1,7.19,284.63,loamy,soybean
42,63,167,28.19,36.97,4.28,213.27,loamy,wheat
94,48,191,36.3,93.2,7.8,270.61,loamy,groundnut
82,65,101,33.03,86.7,5.44,34.17,loamy,groundnut
76,57,14,24.11,96.59,4.2,137.15,clay,soybean
107,44,32,37.54,92.44,7.34,39.71,loamy,oilseeds
80,69,71,32.47,28.37,7.97,162.76,loamy,cotton
47,30,190,33.54,32.52,8,190.18,clay,bajra
127,110,107,37.87,44.73,6.07,273.75,loamy,oilseeds
105,87,73,25.59,29.14,7.56,270.57,clay,wheat
134,20,22,10.25,56.5,4.62,227.77,sandy,barley
101,12,73,11.6,24.22,4.08,214.7,loamy,pulses
20,51,195,16.98,91.87,5.02,68.93,loamy,jowar
31,71,116,24.05,63.11,7.32,149.35,loamy,millet
49,29,121,22.17,20.96,7.76,24.73,sandy,soybean
98,28,172,15.73,59.76,4.13,65.96,loamy,bajra
18,50,143,33.25,52.61,7.75,281.57,loamy,gram
143,73,179,21.43,24.92,5.37,202.03,loamy,groundnut
9,105,140,25.44,99.76,7.48,203.4,sandy,rice
70,27,182,12.37,98.59,7.1,126.86,loamy,rice
128,66,176,39.77,47.75,6.75,109.56,loamy,oilseeds
114,36,46,30.56,64.86,5.56,183.61,sandy,barley
59,92,59,30.91,86.98,8.54,88.57,sandy,cotton
130,69,172,17.55,77.75,7.56,191.98,clay,oilseeds
40,40,156,10.42,87.46,7.24,76.82,loamy,pulses
128,94,88,27.31,55.13,5.58,251.33,sandy,oilseeds
24,7,7,22.09,50,5.59,24.26,clay,cotton
33,64,115,17.35,66.59,5.6,155.35,clay,pulses
28,18,32,19.79,90.22,5.79,249.56,loamy,maize
76,67,45,34.4,86.1,6.63,111.21,clay,oilseeds
55,19,79,22.18,95.43,6.39,235.71,sandy,gram
6,118,62,19.44,37.71,6.07,41.56,clay,pulses
93,111,132,38.78,59.4,8.77,136.31,loamy,barley
130,100,39,21.63,98.18,8.05,39.62,sandy,maize
70,116,85,20.46,52.58,6.11,55.79,clay,gram
77,112,99,28.61,67.3,6.23,212.74,loamy,cotton
97,70,81,28.45,31.17,6.56,115.26,sandy,jowar
115,95,43,25.78,75.98,5.38,100.54,clay,cotton
26,101,93,10.92,77.74,8.56,183.71,clay,wheat
70,80,24,25.13,65.14,7.88,206.3,loamy,jowar
31,32,199,11.73,55.76,6.05,154.76,loamy,jowar
92,113,17,38.94,92.4,5.57,274.29,clay,jowar
137,51,171,37.1,69.97,4.72,276.3,sandy,oilseeds
138,118,156,13.88,84.06,5.55,105.32,sandy,wheat
38,48,69,27.6,63.64,7.34,215,sandy,sugarcane
39,73,36,12.37,33.38,7.27,108.08,loamy,jowar
47,45,20,24.16,50.46,4.56,116.47,loamy,maize
97,61,121,29.9,48.18,4.46,159.49,loamy,millet
55,83,165,32.64,21.01,8.87,40.5,clay,millet
132,34,21,22.73,37.86,6.49,291.02,loamy,pulses
78,34,196,37.36,28.8,6.29,149.28,loamy,groundnut
17,47,186,39.66,88.89,5.81,145.74,clay,barley
59,65,14,26.37,77.72,6.89,265.12,clay,millet
86,18,160,20.73,54.78,8.93,212.88,clay,soybean
138,34,150,35.98,47.66,5.76,211.87,clay,pulses
122,21,166,38.05,29.13,7.3,140.9,clay,groundnut
16,29,12,17.14,35.73,7.02,86.38,sandy,barley
59,77,46,27.03,29.07,5.59,77.83,sandy,jowar
111,114,187,10.41,28.34,6.59,201.07,loamy,gram
44,40,179,23.13,42.17,5.41,199.88,loamy,jowar
141,51,86,32.27,26.11,4.6,191.45,loamy,gram
118,80,72,13.08,35.63,8.28,67.14,sandy,groundnut
78,92,59,23.49,22.62,4.35,183.42,loamy,jowar
84,30,152,21.55,54.92,6,271.12,loamy,millet
139,105,130,37.79,65.16,6.05,203.77,loamy,rice
119,78,113,31.7,39.58,8.85,245.01,sandy,bajra
116,62,121,17.2,31.6,5.04,226.77,sandy,gram
60,63,48,38.48,77.54,6.52,87.8,clay,millet
5,110,188,24.89,27.16,6.88,31.2,sandy,wheat
77,114,17,35.91,98.99,4.72,216.58,loamy,sugarcane
109,28,181,10.6,65.08,4.9,40.81,loamy,soybean
37,38,135,38.87,95.34,7.13,189.72,sandy,groundnut
121,57,181,13.6,30.53,7.3,42.62,sandy,groundnut
95,112,148,15.57,95.56,6.44,100.31,loamy,barley
86,79,12,31.28,97.63,5.42,93.24,clay,soybean
99,11,183,26.42,42.53,6.67,22.51,clay,wheat
53,98,43,26.44,48.37,4.04,95.57,loamy,rice
106,11,139,14.94,53.67,6.8,171.52,loamy,barley
106,34,175,19.08,35.87,7.75,294.91,clay,cotton
12,67,165,29.13,54.44,4.24,116.42,loamy,millet
111,100,66,13.64,26.12,6.35,297.1,clay,soybean
131,93,50,30.45,57.95,8.78,289.78,clay,jowar
99,55,32,39.73,35.45,5.91,131.18,loamy,rice
130,23,59,16.27,70.75,8.95,184.53,clay,wheat
92,44,113,33.74,30.56,4.83,141.06,loamy,sugarcane
3,66,105,25.13,89.32,7.98,184.12,loamy,jowar
125,100,24,12.68,49.98,5.92,103.41,sandy,cotton
140,28,94,30.54,38.48,4.01,290.82,clay,jowar
5,88,38,26.86,34.36,6.51,129.01,loamy,jowar
103,12,85,26.16,24.96,7.55,48.19,loamy,soybean
14,21,42,12.02,78.83,5.24,40.05,sandy,sugarcane
128,92,22,35.09,65.3,5.7,115.59,sandy,jowar
59,11,154,21.52,86.78,4.69,160.4,loamy,bajra
57,46,179,17.28,32.98,8.16,249.58,sandy,oilseeds
84,74,79,32.86,48.36,8.74,44.37,sandy,rice
25,100,72,16.62,69.52,6.72,249.53,clay,sugarcane
57,77,181,27.71,95.35,7.29,75.2,clay,cotton
77,112,173,19.26,84.7,5.29,113.31,clay,sugarcane
7,104,66,12.54,32.42,5.88,265.51,loamy,oilseeds
78,43,107,27.1,75.03,7.94,135.56,sandy,pulses
139,117,103,17.45,67.47,4.07,99.34,clay,wheat
74,32,149,21.53,35.92,6.33,42.27,loamy,soybean
65,75,144,22,83.16,6.19,285.62,sandy,bajra
44,32,41,33.27,36.43,6.4,79.05,sandy,sugarcane
61,17,151,30.88,84.2,6.91,221.22,clay,soybean
5,22,135,20.59,50.75,5.85,204.11,clay,cotton
96,47,130,32.73,82.35,6.98,296.94,clay,rice
58,69,132,26.71,24.85,4.17,214.5,clay,rice
4,65,139,29.04,66.28,7.29,271.29,sandy,millet
144,64,179,10.04,78.3,7.43,266.74,loamy,wheat
98,43,16,20.67,46.09,4.69,292,loamy,maize
124,60,127,20.85,30.72,8.74,100.3,clay,barley
72,97,56,18.3,60.89,7.79,68.26,loamy,soybean
0,69,71,29.66,47.3,4.85,28.62,sandy,cotton
22,51,179,20.13,83.92,7.76,47.22,sandy,rice
37,71,166,37.42,68.81,8.48,169.06,clay,barley
34,62,103,24.17,77.94,4.07,270,loamy,maize
23,15,87,30.02,68.89,4.54,280.71,clay,gram
50,22,48,34.77,64.45,4.77,152.63,loamy,gram
42,6,58,13.59,53.16,8.06,217.55,loamy,wheat
25,45,104,33.64,77.45,4.98,238.49,loamy,soybean
23,73,132,14.8,66.27,6.96,272.04,sandy,oilseeds
97,55,58,14.77,86.52,5.79,256.66,loamy,gram
21,61,97,13.37,78.31,7.44,69.13,clay,sugarcane
107,63,60,16.91,26.68,6.25,299.46,loamy,pulses
29,107,50,37.1,93,7.89,92.31,clay,jowar
45,31,143,35.65,55.29,7.12,134.93,loamy,millet
30,84,45,31.06,94.7,8.55,277.6,loamy,groundnut
79,104,171,29.11,86.43,5.5,160,loamy,millet
123,26,70,23.32,78.17,4.72,139.37,loamy,wheat
83,94,75,15.48,23.35,8.75,171.3,sandy,rice
12,79,10,32.16,91.8,8.97,121.82,sandy,pulses
69,64,62,36.63,35.15,5.83,223.77,sandy,bajra
132,42,14,27.68,76.86,7.58,74.82,sandy,rice
5,116,21,32.29,66.87,5.71,156.82,loamy,oilseeds
18,10,34,37.74,60.61,4.22,137.45,clay,rice
108,22,78,35.87,71.09,5.73,229.71,loamy,cotton
97,80,92,33.28,89.83,4.69,207.4,sandy,sugarcane
113,20,51,34.49,20.56,7.49,221.75,loamy,soybean
108,114,133,21.13,76.94,7.65,181.63,clay,bajra
105,11,123,33.87,97.99,6.9,234.61,clay,rice
118,5,23,26.36,93.51,6.69,214.06,clay,cotton
86,75,27,17.7,69.18,6.9,21.22,sandy,millet
75,86,32,28.53,69.4,6.64,272.56,loamy,rice
136,106,13,32.15,74.83,8.28,159.15,clay,barley
26,98,138,15.5,65.77,8.28,109.49,loamy,maize
100,69,19,32.19,64.72,4.59,21.31,clay,jowar
47,96,13,27.33,49.83,4.92,215.71,clay,sugarcane
43,21,21,21.81,71.45,5.02,50.97,loamy,wheat
147,40,131,20.92,84.2,5.14,256.02,sandy,groundnut
13,18,171,28.42,34.75,5.28,147.37,sandy,millet
45,28,194,33.8,51.64,7.93,194.89,clay,millet
142,63,141,23.24,78.79,8,276.46,sandy,millet
55,26,127,27.25,84.72,6.7,204.75,loamy,rice
122,63,45,31.02,75.98,8.17,158.84,clay,pulses
125,9,173,19.33,58.49,7.83,71.05,loamy,soybean
54,34,166,31.04,88.84,6.77,53.25,clay,pulses
141,23,45,39.11,21.3,7.29,234.55,sandy,millet
99,41,137,13.18,34.17,4.61,263.03,sandy,pulses
43,24,104,39.99,38.84,4.46,28.86,loamy,soybean
79,70,83,23.81,59.93,7.34,173.05,clay,sugarcane
85,105,142,20.18,76.05,7.56,50.9,clay,barley
132,112,81,36.39,51.48,4.57,266.06,sandy,sugarcane
29,39,135,27.39,85.32,4.78,209.93,loamy,maize
1,76,148,19.69,27.71,8.2,103.19,sandy,wheat
11,6,119,37.78,77.93,7.21,46.8,loamy,barley
72,56,170,23.23,92.02,7.84,30.2,sandy,soybean
142,58,150,28.54,74.36,6.43,167.22,clay,millet
90,31,78,27.51,76.12,5.09,44.89,clay,jowar
128,17,98,13.39,90.08,7.31,158.33,clay,maize
65,88,139,34.93,71.35,4.93,253.31,sandy,oilseeds
77,113,69,35.44,80.73,4.04,91.26,sandy,groundnut
121,40,117,15.57,43.61,4.65,127.76,loamy,jowar
121,111,78,24.82,34.57,8.4,204.64,clay,maize
89,75,116,18.46,28.5,8.36,295.29,loamy,oilseeds
107,77,175,22.57,43.35,5.72,110.47,clay,oilseeds
104,69,51,25.27,46.45,6.13,213.61,clay,gram
10,117,152,17.35,91.15,7.06,108.64,loamy,jowar
122,65,58,12.8,21.23,6.21,133,loamy,jowar
6,88,73,26.15,87.25,6.29,193.49,loamy,wheat
111,10,125,11.88,41.82,6.35,90.48,sandy,groundnut
68,115,152,13.6,48.65,5.7,49.66,sandy,wheat
135,54,188,39.19,51.94,6.57,288.68,sandy,soybean
107,54,131,13.96,93.06,7.93,136.54,clay,wheat
135,13,124,39.04,32.79,6.32,212.01,loamy,wheat
106,111,147,27.55,72.39,5.83,108.22,clay,wheat
21,51,139,29.17,31.57,5.1,39.26,sandy,sugarcane
0,92,36,11.58,66.48,6.07,242.69,sandy,soybean
2,74,6,22.21,82.64,7.98,222.06,sandy,pulses
41,36,20,19.38,93.64,6.8,30.56,loamy,sugarcane
52,107,186,17.65,25.83,6.6,215.22,clay,jowar
37,41,92,34.33,42.04,4.15,180.89,loamy,millet
67,23,39,23.84,43.39,7.69,112.75,loamy,millet
14,12,157,26.36,54.81,6.96,277,loamy,bajra
86,83,54,36.52,43.3,7.19,86.92,sandy,soybean
45,31,163,25.35,62.6,6.92,294.28,loamy,rice
134,112,165,12.49,32.95,5.97,179.03,clay,maize
26,86,133,14.97,48.97,7.23,145.66,clay,sugarcane
86,116,132,29.66,86.36,7.13,27.83,clay,pulses
74,100,181,17.83,24.68,7.38,28,sandy,millet
29,8,76,24.47,44.92,5.39,296.69,loamy,jowar
114,42,95,14.7,50.04,8.04,160.46,sandy,gram
56,60,125,11.59,48.93,6.62,159.38,loamy,gram
111,16,155,29.22,98.12,8.06,198.95,clay,millet
57,47,42,26.73,49.06,8.8,93.67,clay,pulses
91,75,111,10.32,61.18,8.38,137.23,clay,sugarcane
148,29,101,29.44,89.43,8.3,129.04,clay,maize
133,103,197,38.75,49.44,8.84,181.39,clay,groundnut
147,97,131,21.04,44.14,6.33,185.56,sandy,gram
115,35,15,25.67,21.49,8.33,119.83,clay,bajra
14,54,42,24.5,59.71,7.16,125.21,clay,barley
58,9,157,36.68,54.35,5.85,251.23,clay,cotton
60,38,162,16.16,60.26,7.12,164.34,sandy,wheat
132,11,126,21.18,60.43,6.62,23.43,loamy,cotton
77,29,5,11.73,81.63,5.88,135.4,loamy,maize
131,92,77,27.57,73.2,7.05,236.88,loamy,soybean
99,110,51,30.34,47.41,6.06,286.77,loamy,jowar
35,107,39,27.18,91.42,7.42,297.81,clay,barley
110,108,141,19.62,80.67,8.06,88.2,clay,sugarcane
124,20,149,26.52,37.71,8.73,33.62,clay,bajra
148,9,59,27.38,64.17,7.33,43.09,sandy,millet
56,62,129,15.82,65.4,6.54,244.51,loamy,wheat
61,23,180,15.94,42.95,6.36,253.38,loamy,sugarcane
20,71,197,31.68,99.03,5.86,169.34,clay,bajra
33,49,47,11.87,51.89,4.98,190.46,loamy,pulses
7,82,104,26.12,52.76,6.04,171.61,sandy,jowar
0,52,163,12.59,90.37,7.87,124.02,sandy,soybean
16,59,81,12.56,71.86,4.07,288.25,sandy,oilseeds
11,69,23,24.93,44.23,8.09,285.09,loamy,jowar
90,114,181,19.32,29.3,5.52,77.13,loamy,barley
26,29,50,38.64,65.07,8.93,291.48,sandy,oilseeds
55,79,16,37.9,48.94,7.74,206.81,sandy,oilseeds
112,112,193,39.01,47.45,8.76,154.61,clay,rice
69,14,47,15.9,89.4,6.15,249.23,clay,pulses
101,40,38,10.42,95.68,6.93,284.63,sandy,rice
94,55,42,17.17,97.81,7.88,175.02,sandy,pulses
60,105,77,31.58,25.54,6.18,92.63,clay,groundnut
44,19,16,31.25,41.56,6.98,211.36,clay,rice
94,88,106,10.69,43.67,6.14,188.02,clay,millet
51,53,175,30.34,53.7,6.94,261.19,sandy,bajra
45,9,87,22.19,24.58,7.81,220.74,loamy,millet
19,5,38,15.68,41.52,5.85,127.15,sandy,cotton
10,116,88,14.75,82.07,8.7,58.82,clay,gram
89,32,68,32.13,71.85,4.08,115.03,loamy,gram
101,40,152,33.51,21.47,6.13,279.68,sandy,groundnut
84,69,84,34.49,58.81,6.37,153.27,sandy,soybean
78,23,108,32.6,43.92,4.92,240.88,sandy,pulses
91,20,30,33.92,39.89,4.26,263.01,sandy,rice
6,65,184,10.69,59.45,4.58,126.42,loamy,soybean
19,117,68,20.48,54.74,6.76,22.81,clay,pulses
75,22,101,35.41,31.25,6.15,296.62,loamy,sugarcane
34,110,119,32.3,93.73,8.1,147.42,loamy,maize
135,74,44,36.05,80.84,4.68,263.21,sandy,millet
108,71,53,11.81,38.15,5.45,245.46,clay,rice
35,10,126,34.55,28.56,5.4,110.21,sandy,sugarcane
100,109,36,26.88,20.01,4.74,266.52,clay,sugarcane
76,91,89,10.07,90.32,6.82,210.98,sandy,pulses
100,109,57,33.5,41.92,4.78,49.36,clay,cotton
89,16,135,37.27,26.87,7,54.1,loamy,bajra
67,85,13,31.96,73.38,4.89,27.25,loamy,cotton
91,90,124,31.1,71.51,5.5,23.54,loamy,groundnut
124,63,186,31.55,25.77,8.61,171.92,clay,barley
46,104,86,15.32,32.78,6.18,180.74,sandy,cotton
20,68,162,11.35,52.86,4.72,26.07,clay,millet
115,41,157,34.4,66.39,4.42,27.19,sandy,oilseeds
101,89,19,33.78,62.41,5.72,255.49,clay,jowar
34,83,144,22.18,57.44,4.53,221.9,clay,pulses
49,113,103,32.67,44.48,7.91,36.27,loamy,sugarcane
9,49,84,10.23,71.28,7.59,255.81,sandy,jowar
121,82,183,25.91,79.43,8.06,197.66,sandy,oilseeds
14,45,197,16.75,41.19,5.79,226.24,clay,bajra
74,25,130,23.72,51.67,8.85,154.77,sandy,wheat
87,28,53,25.32,62.79,6.91,57.39,sandy,rice
138,7,176,26.93,57.33,5.87,37.22,loamy,pulses
139,52,43,22.66,87.56,7.52,265.98,sandy,rice
88,56,80,23.41,71.73,6.36,53.58,loamy,sugarcane
116,102,38,32.75,31.86,4.5,88.94,loamy,oilseeds
73,77,187,29.82,30,4.04,215.2,clay,soybean
24,102,141,38.9,39.97,4.34,194.17,loamy,bajra
143,83,145,34.77,42.53,5,105.54,sandy,bajra
33,109,172,30.96,64.8,4.35,286.94,loamy,maize
0,28,159,17.69,26.55,7.08,142.07,sandy,barley
37,11,103,37.6,93.01,7.86,25.9,sandy,oilseeds
56,34,171,25.72,51.23,7.08,91.71,sandy,bajra
87,64,12,37.83,81,6.17,293.06,loamy,barley
88,44,183,34.92,32.73,4.76,173.97,loamy,barley
143,46,30,28.23,56.73,4.46,226.82,loamy,rice
90,20,77,24.61,37.36,5.37,282.13,loamy,sugarcane
19,56,14,25.82,39.01,5.7,288.96,clay,barley
122,47,79,11.6,60.05,4.53,253.14,loamy,bajra
122,98,46,21.24,97.48,7.76,55.88,sandy,wheat
145,103,151,31.52,92.53,6.16,143.5,loamy,oilseeds
67,58,171,32.83,45.89,6.53,102.76,loamy,oilseeds
53,79,75,24.82,99.96,8.51,194.44,sandy,pulses
8,41,99,16.18,73.39,4.57,47.1,clay,millet
93,105,81,36.96,91.21,6.87,227.04,sandy,cotton
146,67,146,25.01,40.18,8.48,265.03,sandy,sugarcane
39,21,190,24.66,37.1,8.25,75.41,sandy,sugarcane
122,17,173,27.63,30.37,7.8,68.66,sandy,rice
91,78,114,10.91,69.94,5.33,39.26,clay,cotton
10,42,53,36.58,42.72,8.77,147.88,sandy,wheat
57,59,150,33.61,94.97,8.13,207.68,clay,pulses
102,112,131,23.53,88.44,6.73,168.47,loamy,cotton
97,73,15,37.38,83.4,7.72,213.91,loamy,cotton
119,12,119,19.62,87.36,8.82,111.49,sandy,pulses
21,15,20,33.7,68.47,8.32,266.86,loamy,rice
89,80,121,18.36,47.36,7.35,113.33,loamy,jowar
70,61,171,23.8,63.82,7.78,232.08,sandy,pulses
108,66,100,10.63,34.96,7.3,119.22,sandy,cotton
108,104,50,37.56,65.27,8.97,170.35,sandy,gram
11,7,20,39.44,30.23,7.73,142.72,sandy,pulses
25,51,52,26.82,84.23,8.21,201.83,sandy,cotton
89,30,120,31.48,36.46,5.51,202.73,loamy,wheat
8,79,195,37.37,65.78,8.02,92.98,clay,oilseeds
12,23,142,36.14,64.38,6.29,67.55,sandy,cotton
73,111,49,25.85,45.37,6.89,210.6,loamy,wheat
74,17,57,20.14,87.03,7.4,136.91,sandy,pulses
146,43,153,24.22,37.08,4.32,144.36,loamy,groundnut
125,39,148,29.54,58.37,7.12,162.93,sandy,rice
133,25,86,20.88,70.99,8.41,21.33,loamy,oilseeds
115,99,56,37.3,56.37,8.79,150.24,loamy,groundnut
116,72,176,29.72,82.44,7.55,111.66,loamy,soybean
143,42,48,30.44,88.3,4.17,99.96,clay,barley
67,91,129,17.07,25.93,7.79,200.88,loamy,groundnut
139,27,63,26.49,38.16,5.07,151.13,loamy,groundnut
92,92,190,11.15,40.01,7.48,66.09,loamy,sugarcane
6,82,155,23.53,83.55,8.75,106.5,sandy,millet
121,95,32,36.52,34.36,8.71,176.44,sandy,groundnut
19,13,74,17.03,58.59,5.53,165.62,clay,groundnut
103,116,22,34.05,65.91,4.84,80.98,loamy,maize
123,105,92,32.64,22.52,5.15,49.56,loamy,oilseeds
61,53,54,11.55,81.36,6.79,109.27,loamy,jowar
119,44,11,25.24,33.29,5.54,120.18,clay,wheat
119,11,25,12.01,61.58,8.43,24.07,sandy,wheat
92,60,33,10.62,54.56,7.97,27.19,clay,oilseeds
141,40,72,17.97,65.02,8.42,249.79,loamy,jowar
38,22,163,18.56,68.2,7.83,63.77,loamy,gram
12,72,168,34.85,83.88,7.29,78.75,loamy,wheat
97,95,115,21.16,68.23,5.59,162.51,sandy,oilseeds
105,32,72,20.63,76.48,7.47,166.1,loamy,jowar
100,97,199,33.25,88.54,5.24,178.81,sandy,jowar
81,116,182,36.67,92.56,4.35,276.33,sandy,pulses
89,40,66,32.56,25.65,5.98,85.69,sandy,rice
138,53,159,33.24,74.62,6.4,186.58,sandy,bajra
108,36,144,18.98,64.35,5.22,265.21,loamy,cotton
35,114,74,35.12,85.4,5.65,38.09,sandy,jowar
76,90,145,37.81,22.97,6.02,211.4,loamy,maize
141,85,50,11.08,76.03,4.25,87.12,clay,jowar
26,41,124,37.15,99.03,7.73,299.98,clay,bajra
35,34,6,30.66,89.78,5.72,234.97,clay,jowar
80,45,88,36.55,50.67,5.26,128.55,loamy,cotton
2,101,120,21.89,28.61,8.31,82.36,loamy,maize
43,46,32,19.56,55.52,7.38,268.99,sandy,rice
80,112,193,11.32,73.37,4.54,38.1,clay,rice
23,6,106,37,52.42,4.76,141.06,sandy,pulses
52,119,70,10.46,83.02,6.34,171.74,loamy,oilseeds
